bengali_date,gregorian_Date
"7 , Boishakh (Baisakh) 1403",20/04/1996
"8 , Boishakh (Baisakh) 1403",21/04/1996
"9 , Boishakh (Baisakh) 1403",22/04/1996
"10 , Boishakh (Baisakh) 1403",23/04/1996
"11 , Boishakh (Baisakh) 1403",24/04/1996
"12 , Boishakh (Baisakh) 1403",25/04/1996
"13 , Boishakh (Baisakh) 1403",26/04/1996
"14 , Boishakh (Baisakh) 1403",27/04/1996
"15 , Boishakh (Baisakh) 1403",28/04/1996
"16 , Boishakh (Baisakh) 1403",29/04/1996
"17 , Boishakh (Baisakh) 1403",30/04/1996
"18 , Boishakh (Baisakh) 1403",01/05/1996
"19 , Boishakh (Baisakh) 1403",02/05/1996
"20 , Boishakh (Baisakh) 1403",03/05/1996
"21 , Boishakh (Baisakh) 1403",04/05/1996
"22 , Boishakh (Baisakh) 1403",05/05/1996
"23 , Boishakh (Baisakh) 1403",06/05/1996
"24 , Boishakh (Baisakh) 1403",07/05/1996
"25 , Boishakh (Baisakh) 1403",08/05/1996
"26 , Boishakh (Baisakh) 1403",09/05/1996
"27 , Boishakh (Baisakh) 1403",10/05/1996
"28 , Boishakh (Baisakh) 1403",11/05/1996
"29 , Boishakh (Baisakh) 1403",12/05/1996
"30 , Boishakh (Baisakh) 1403",13/05/1996
"31 , Boishakh (Baisakh) 1403",14/05/1996
"1 , Joishtho (Jaishtho) 1403",15/05/1996
"2 , Joishtho (Jaishtho) 1403",16/05/1996
"3 , Joishtho (Jaishtho) 1403",17/05/1996
"4 , Joishtho (Jaishtho) 1403",18/05/1996
"5 , Joishtho (Jaishtho) 1403",19/05/1996
"6 , Joishtho (Jaishtho) 1403",20/05/1996
"7 , Joishtho (Jaishtho) 1403",21/05/1996
"8 , Joishtho (Jaishtho) 1403",22/05/1996
"9 , Joishtho (Jaishtho) 1403",23/05/1996
"10 , Joishtho (Jaishtho) 1403",24/05/1996
"11 , Joishtho (Jaishtho) 1403",25/05/1996
"12 , Joishtho (Jaishtho) 1403",26/05/1996
"13 , Joishtho (Jaishtho) 1403",27/05/1996
"14 , Joishtho (Jaishtho) 1403",28/05/1996
"15 , Joishtho (Jaishtho) 1403",29/05/1996
"16 , Joishtho (Jaishtho) 1403",30/05/1996
"17 , Joishtho (Jaishtho) 1403",31/05/1996
"18 , Joishtho (Jaishtho) 1403",01/06/1996
"19 , Joishtho (Jaishtho) 1403",02/06/1996
"20 , Joishtho (Jaishtho) 1403",03/06/1996
"21 , Joishtho (Jaishtho) 1403",04/06/1996
"22 , Joishtho (Jaishtho) 1403",05/06/1996
"23 , Joishtho (Jaishtho) 1403",06/06/1996
"24 , Joishtho (Jaishtho) 1403",07/06/1996
"25 , Joishtho (Jaishtho) 1403",08/06/1996
"26 , Joishtho (Jaishtho) 1403",09/06/1996
"27 , Joishtho (Jaishtho) 1403",10/06/1996
"28 , Joishtho (Jaishtho) 1403",11/06/1996
"29 , Joishtho (Jaishtho) 1403",12/06/1996
"30 , Joishtho (Jaishtho) 1403",13/06/1996
"31 , Joishtho (Jaishtho) 1403",14/06/1996
"1 , Asharh (Aashar) 1403",15/06/1996
"2 , Asharh (Aashar) 1403",16/06/1996
"3 , Asharh (Aashar) 1403",17/06/1996
"4 , Asharh (Aashar) 1403",18/06/1996
"5 , Asharh (Aashar) 1403",19/06/1996
"6 , Asharh (Aashar) 1403",20/06/1996
"7 , Asharh (Aashar) 1403",21/06/1996
"8 , Asharh (Aashar) 1403",22/06/1996
"9 , Asharh (Aashar) 1403",23/06/1996
"10 , Asharh (Aashar) 1403",24/06/1996
"11 , Asharh (Aashar) 1403",25/06/1996
"12 , Asharh (Aashar) 1403",26/06/1996
"13 , Asharh (Aashar) 1403",27/06/1996
"14 , Asharh (Aashar) 1403",28/06/1996
"15 , Asharh (Aashar) 1403",29/06/1996
"16 , Asharh (Aashar) 1403",30/06/1996
"17 , Asharh (Aashar) 1403",01/07/1996
"18 , Asharh (Aashar) 1403",02/07/1996
"19 , Asharh (Aashar) 1403",03/07/1996
"20 , Asharh (Aashar) 1403",04/07/1996
"21 , Asharh (Aashar) 1403",05/07/1996
"22 , Asharh (Aashar) 1403",06/07/1996
"23 , Asharh (Aashar) 1403",07/07/1996
"24 , Asharh (Aashar) 1403",08/07/1996
"25 , Asharh (Aashar) 1403",09/07/1996
"26 , Asharh (Aashar) 1403",10/07/1996
"27 , Asharh (Aashar) 1403",11/07/1996
"28 , Asharh (Aashar) 1403",12/07/1996
"29 , Asharh (Aashar) 1403",13/07/1996
"30 , Asharh (Aashar) 1403",14/07/1996
"31 , Asharh (Aashar) 1403",15/07/1996
"32 , Asharh (Aashar) 1403",16/07/1996
"1 , Srabon (Shraban) 1403",17/07/1996
"2 , Srabon (Shraban) 1403",18/07/1996
"3 , Srabon (Shraban) 1403",19/07/1996
"4 , Srabon (Shraban) 1403",20/07/1996
"5 , Srabon (Shraban) 1403",21/07/1996
"6 , Srabon (Shraban) 1403",22/07/1996
"7 , Srabon (Shraban) 1403",23/07/1996
"8 , Srabon (Shraban) 1403",24/07/1996
"9 , Srabon (Shraban) 1403",25/07/1996
"10 , Srabon (Shraban) 1403",26/07/1996
"11 , Srabon (Shraban) 1403",27/07/1996
"12 , Srabon (Shraban) 1403",28/07/1996
"13 , Srabon (Shraban) 1403",29/07/1996
"14 , Srabon (Shraban) 1403",30/07/1996
"15 , Srabon (Shraban) 1403",31/07/1996
"16 , Srabon (Shraban) 1403",01/08/1996
"17 , Srabon (Shraban) 1403",02/08/1996
"18 , Srabon (Shraban) 1403",03/08/1996
"19 , Srabon (Shraban) 1403",04/08/1996
"20 , Srabon (Shraban) 1403",05/08/1996
"21 , Srabon (Shraban) 1403",06/08/1996
"22 , Srabon (Shraban) 1403",07/08/1996
"23 , Srabon (Shraban) 1403",08/08/1996
"24 , Srabon (Shraban) 1403",09/08/1996
"25 , Srabon (Shraban) 1403",10/08/1996
"26 , Srabon (Shraban) 1403",11/08/1996
"27 , Srabon (Shraban) 1403",12/08/1996
"28 , Srabon (Shraban) 1403",13/08/1996
"29 , Srabon (Shraban) 1403",14/08/1996
"30 , Srabon (Shraban) 1403",15/08/1996
"31 , Srabon (Shraban) 1403",16/08/1996
"1 , Bhadro (Bhadra) 1403",17/08/1996
"2 , Bhadro (Bhadra) 1403",18/08/1996
"3 , Bhadro (Bhadra) 1403",19/08/1996
"4 , Bhadro (Bhadra) 1403",20/08/1996
"5 , Bhadro (Bhadra) 1403",21/08/1996
"6 , Bhadro (Bhadra) 1403",22/08/1996
"7 , Bhadro (Bhadra) 1403",23/08/1996
"8 , Bhadro (Bhadra) 1403",24/08/1996
"9 , Bhadro (Bhadra) 1403",25/08/1996
"10 , Bhadro (Bhadra) 1403",26/08/1996
"11 , Bhadro (Bhadra) 1403",27/08/1996
"12 , Bhadro (Bhadra) 1403",28/08/1996
"13 , Bhadro (Bhadra) 1403",29/08/1996
"14 , Bhadro (Bhadra) 1403",30/08/1996
"15 , Bhadro (Bhadra) 1403",31/08/1996
"16 , Bhadro (Bhadra) 1403",01/09/1996
"17 , Bhadro (Bhadra) 1403",02/09/1996
"18 , Bhadro (Bhadra) 1403",03/09/1996
"19 , Bhadro (Bhadra) 1403",04/09/1996
"20 , Bhadro (Bhadra) 1403",05/09/1996
"21 , Bhadro (Bhadra) 1403",06/09/1996
"22 , Bhadro (Bhadra) 1403",07/09/1996
"23 , Bhadro (Bhadra) 1403",08/09/1996
"24 , Bhadro (Bhadra) 1403",09/09/1996
"25 , Bhadro (Bhadra) 1403",10/09/1996
"26 , Bhadro (Bhadra) 1403",11/09/1996
"27 , Bhadro (Bhadra) 1403",12/09/1996
"28 , Bhadro (Bhadra) 1403",13/09/1996
"29 , Bhadro (Bhadra) 1403",14/09/1996
"30 , Bhadro (Bhadra) 1403",15/09/1996
"31 , Bhadro (Bhadra) 1403",16/09/1996
"1 , Ashshin (Aashin) 1403",17/09/1996
"2 , Ashshin (Aashin) 1403",18/09/1996
"3 , Ashshin (Aashin) 1403",19/09/1996
"4 , Ashshin (Aashin) 1403",20/09/1996
"5 , Ashshin (Aashin) 1403",21/09/1996
"6 , Ashshin (Aashin) 1403",22/09/1996
"7 , Ashshin (Aashin) 1403",23/09/1996
"8 , Ashshin (Aashin) 1403",24/09/1996
"9 , Ashshin (Aashin) 1403",25/09/1996
"10 , Ashshin (Aashin) 1403",26/09/1996
"11 , Ashshin (Aashin) 1403",27/09/1996
"12 , Ashshin (Aashin) 1403",28/09/1996
"13 , Ashshin (Aashin) 1403",29/09/1996
"14 , Ashshin (Aashin) 1403",30/09/1996
"15 , Ashshin (Aashin) 1403",01/10/1996
"16 , Ashshin (Aashin) 1403",02/10/1996
"17 , Ashshin (Aashin) 1403",03/10/1996
"18 , Ashshin (Aashin) 1403",04/10/1996
"19 , Ashshin (Aashin) 1403",05/10/1996
"20 , Ashshin (Aashin) 1403",06/10/1996
"21 , Ashshin (Aashin) 1403",07/10/1996
"22 , Ashshin (Aashin) 1403",08/10/1996
"23 , Ashshin (Aashin) 1403",09/10/1996
"24 , Ashshin (Aashin) 1403",10/10/1996
"25 , Ashshin (Aashin) 1403",11/10/1996
"26 , Ashshin (Aashin) 1403",12/10/1996
"27 , Ashshin (Aashin) 1403",13/10/1996
"28 , Ashshin (Aashin) 1403",14/10/1996
"29 , Ashshin (Aashin) 1403",15/10/1996
"30 , Ashshin (Aashin) 1403",16/10/1996
"31 , Ashshin (Aashin) 1403",17/10/1996
"1 , Kartik 1403",18/10/1996
"2 , Kartik 1403",19/10/1996
"3 , Kartik 1403",20/10/1996
"4 , Kartik 1403",21/10/1996
"5 , Kartik 1403",22/10/1996
"6 , Kartik 1403",23/10/1996
"7 , Kartik 1403",24/10/1996
"8 , Kartik 1403",25/10/1996
"9 , Kartik 1403",26/10/1996
"10 , Kartik 1403",27/10/1996
"11 , Kartik 1403",28/10/1996
"12 , Kartik 1403",29/10/1996
"13 , Kartik 1403",30/10/1996
"14 , Kartik 1403",31/10/1996
"15 , Kartik 1403",01/11/1996
"16 , Kartik 1403",02/11/1996
"17 , Kartik 1403",03/11/1996
"18 , Kartik 1403",04/11/1996
"19 , Kartik 1403",05/11/1996
"20 , Kartik 1403",06/11/1996
"21 , Kartik 1403",07/11/1996
"22 , Kartik 1403",08/11/1996
"23 , Kartik 1403",09/11/1996
"24 , Kartik 1403",10/11/1996
"25 , Kartik 1403",11/11/1996
"26 , Kartik 1403",12/11/1996
"27 , Kartik 1403",13/11/1996
"28 , Kartik 1403",14/11/1996
"29 , Kartik 1403",15/11/1996
"30 , Kartik 1403",16/11/1996
"1 , Ogrohaeon (Agrahan) 1403",17/11/1996
"2 , Ogrohaeon (Agrahan) 1403",18/11/1996
"3 , Ogrohaeon (Agrahan) 1403",19/11/1996
"4 , Ogrohaeon (Agrahan) 1403",20/11/1996
"5 , Ogrohaeon (Agrahan) 1403",21/11/1996
"6 , Ogrohaeon (Agrahan) 1403",22/11/1996
"7 , Ogrohaeon (Agrahan) 1403",23/11/1996
"8 , Ogrohaeon (Agrahan) 1403",24/11/1996
"9 , Ogrohaeon (Agrahan) 1403",25/11/1996
"10 , Ogrohaeon (Agrahan) 1403",26/11/1996
"11 , Ogrohaeon (Agrahan) 1403",27/11/1996
"12 , Ogrohaeon (Agrahan) 1403",28/11/1996
"13 , Ogrohaeon (Agrahan) 1403",29/11/1996
"14 , Ogrohaeon (Agrahan) 1403",30/11/1996
"15 , Ogrohaeon (Agrahan) 1403",01/12/1996
"16 , Ogrohaeon (Agrahan) 1403",02/12/1996
"17 , Ogrohaeon (Agrahan) 1403",03/12/1996
"18 , Ogrohaeon (Agrahan) 1403",04/12/1996
"19 , Ogrohaeon (Agrahan) 1403",05/12/1996
"20 , Ogrohaeon (Agrahan) 1403",06/12/1996
"21 , Ogrohaeon (Agrahan) 1403",07/12/1996
"22 , Ogrohaeon (Agrahan) 1403",08/12/1996
"23 , Ogrohaeon (Agrahan) 1403",09/12/1996
"24 , Ogrohaeon (Agrahan) 1403",10/12/1996
"25 , Ogrohaeon (Agrahan) 1403",11/12/1996
"26 , Ogrohaeon (Agrahan) 1403",12/12/1996
"27 , Ogrohaeon (Agrahan) 1403",13/12/1996
"28 , Ogrohaeon (Agrahan) 1403",14/12/1996
"29 , Ogrohaeon (Agrahan) 1403",15/12/1996
"1 , Poush 1403",16/12/1996
"2 , Poush 1403",17/12/1996
"3 , Poush 1403",18/12/1996
"4 , Poush 1403",19/12/1996
"5 , Poush 1403",20/12/1996
"6 , Poush 1403",21/12/1996
"7 , Poush 1403",22/12/1996
"8 , Poush 1403",23/12/1996
"9 , Poush 1403",24/12/1996
"10 , Poush 1403",25/12/1996
"11 , Poush 1403",26/12/1996
"12 , Poush 1403",27/12/1996
"13 , Poush 1403",28/12/1996
"14 , Poush 1403",29/12/1996
"15 , Poush 1403",30/12/1996
"16 , Poush 1403",31/12/1996
"17 , Poush 1403",01/01/1997
"18 , Poush 1403",02/01/1997
"19 , Poush 1403",03/01/1997
"20 , Poush 1403",04/01/1997
"21 , Poush 1403",05/01/1997
"22 , Poush 1403",06/01/1997
"23 , Poush 1403",07/01/1997
"24 , Poush 1403",08/01/1997
"25 , Poush 1403",09/01/1997
"26 , Poush 1403",10/01/1997
"27 , Poush 1403",11/01/1997
"28 , Poush 1403",12/01/1997
"29 , Poush 1403",13/01/1997
"30 , Poush 1403",14/01/1997
"1 , Magh (Maagh) 1404",15/01/1997
"2 , Magh (Maagh) 1404",16/01/1997
"3 , Magh (Maagh) 1404",17/01/1997
"4 , Magh (Maagh) 1404",18/01/1997
"5 , Magh (Maagh) 1404",19/01/1997
"6 , Magh (Maagh) 1404",20/01/1997
"7 , Magh (Maagh) 1404",21/01/1997
"8 , Magh (Maagh) 1404",22/01/1997
"9 , Magh (Maagh) 1404",23/01/1997
"10 , Magh (Maagh) 1404",24/01/1997
"11 , Magh (Maagh) 1404",25/01/1997
"12 , Magh (Maagh) 1404",26/01/1997
"13 , Magh (Maagh) 1404",27/01/1997
"14 , Magh (Maagh) 1404",28/01/1997
"15 , Magh (Maagh) 1404",29/01/1997
"16 , Magh (Maagh) 1404",30/01/1997
"17 , Magh (Maagh) 1404",31/01/1997
"18 , Magh (Maagh) 1404",01/02/1997
"19 , Magh (Maagh) 1404",02/02/1997
"20 , Magh (Maagh) 1404",03/02/1997
"21 , Magh (Maagh) 1404",04/02/1997
"22 , Magh (Maagh) 1404",05/02/1997
"23 , Magh (Maagh) 1404",06/02/1997
"24 , Magh (Maagh) 1404",07/02/1997
"25 , Magh (Maagh) 1404",08/02/1997
"26 , Magh (Maagh) 1404",09/02/1997
"27 , Magh (Maagh) 1404",10/02/1997
"28 , Magh (Maagh) 1404",11/02/1997
"29 , Magh (Maagh) 1404",12/02/1997
"1 , Falgun (Phalgun) 1404",13/02/1997
"2 , Falgun (Phalgun) 1404",14/02/1997
"3 , Falgun (Phalgun) 1404",15/02/1997
"4 , Falgun (Phalgun) 1404",16/02/1997
"5 , Falgun (Phalgun) 1404",17/02/1997
"6 , Falgun (Phalgun) 1404",18/02/1997
"7 , Falgun (Phalgun) 1404",19/02/1997
"8 , Falgun (Phalgun) 1404",20/02/1997
"9 , Falgun (Phalgun) 1404",21/02/1997
"10 , Falgun (Phalgun) 1404",22/02/1997
"11 , Falgun (Phalgun) 1404",23/02/1997
"12 , Falgun (Phalgun) 1404",24/02/1997
"13 , Falgun (Phalgun) 1404",25/02/1997
"14 , Falgun (Phalgun) 1404",26/02/1997
"15 , Falgun (Phalgun) 1404",27/02/1997
"16 , Falgun (Phalgun) 1404",28/02/1997
"17 , Falgun (Phalgun) 1404",01/03/1997
"18 , Falgun (Phalgun) 1404",02/03/1997
"19 , Falgun (Phalgun) 1404",03/03/1997
"20 , Falgun (Phalgun) 1404",04/03/1997
"21 , Falgun (Phalgun) 1404",05/03/1997
"22 , Falgun (Phalgun) 1404",06/03/1997
"23 , Falgun (Phalgun) 1404",07/03/1997
"24 , Falgun (Phalgun) 1404",08/03/1997
"25 , Falgun (Phalgun) 1404",09/03/1997
"26 , Falgun (Phalgun) 1404",10/03/1997
"27 , Falgun (Phalgun) 1404",11/03/1997
"28 , Falgun (Phalgun) 1404",12/03/1997
"29 , Falgun (Phalgun) 1404",13/03/1997
"30 , Falgun (Phalgun) 1404",14/03/1997
"1 , Choitro (Chaitra) 1404",15/03/1997
"2 , Choitro (Chaitra) 1404",16/03/1997
"3 , Choitro (Chaitra) 1404",17/03/1997
"4 , Choitro (Chaitra) 1404",18/03/1997
"5 , Choitro (Chaitra) 1404",19/03/1997
"6 , Choitro (Chaitra) 1404",20/03/1997
"7 , Choitro (Chaitra) 1404",21/03/1997
"8 , Choitro (Chaitra) 1404",22/03/1997
"9 , Choitro (Chaitra) 1404",23/03/1997
"10 , Choitro (Chaitra) 1404",24/03/1997
"11 , Choitro (Chaitra) 1404",25/03/1997
"12 , Choitro (Chaitra) 1404",26/03/1997
"13 , Choitro (Chaitra) 1404",27/03/1997
"14 , Choitro (Chaitra) 1404",28/03/1997
"15 , Choitro (Chaitra) 1404",29/03/1997
"16 , Choitro (Chaitra) 1404",30/03/1997
"17 , Choitro (Chaitra) 1404",31/03/1997
"18 , Choitro (Chaitra) 1404",01/04/1997
"19 , Choitro (Chaitra) 1404",02/04/1997
"20 , Choitro (Chaitra) 1404",03/04/1997
"21 , Choitro (Chaitra) 1404",04/04/1997
"22 , Choitro (Chaitra) 1404",05/04/1997
"23 , Choitro (Chaitra) 1404",06/04/1997
"24 , Choitro (Chaitra) 1404",07/04/1997
"25 , Choitro (Chaitra) 1404",08/04/1997
"26 , Choitro (Chaitra) 1404",09/04/1997
"27 , Choitro (Chaitra) 1404",10/04/1997
"28 , Choitro (Chaitra) 1404",11/04/1997
"29 , Choitro (Chaitra) 1404",12/04/1997
"30 , Choitro (Chaitra) 1404",13/04/1997
"1 , Boishakh (Baisakh) 1404",14/04/1997
"2 , Boishakh (Baisakh) 1404",15/04/1997
"3 , Boishakh (Baisakh) 1404",16/04/1997
"4 , Boishakh (Baisakh) 1404",17/04/1997
"5 , Boishakh (Baisakh) 1404",18/04/1997
"6 , Boishakh (Baisakh) 1404",19/04/1997
"7 , Boishakh (Baisakh) 1404",20/04/1997
"8 , Boishakh (Baisakh) 1404",21/04/1997
"9 , Boishakh (Baisakh) 1404",22/04/1997
"10 , Boishakh (Baisakh) 1404",23/04/1997
"11 , Boishakh (Baisakh) 1404",24/04/1997
"12 , Boishakh (Baisakh) 1404",25/04/1997
"13 , Boishakh (Baisakh) 1404",26/04/1997
"14 , Boishakh (Baisakh) 1404",27/04/1997
"15 , Boishakh (Baisakh) 1404",28/04/1997
"16 , Boishakh (Baisakh) 1404",29/04/1997
"17 , Boishakh (Baisakh) 1404",30/04/1997
"18 , Boishakh (Baisakh) 1404",01/05/1997
"19 , Boishakh (Baisakh) 1404",02/05/1997
"20 , Boishakh (Baisakh) 1404",03/05/1997
"21 , Boishakh (Baisakh) 1404",04/05/1997
"22 , Boishakh (Baisakh) 1404",05/05/1997
"23 , Boishakh (Baisakh) 1404",06/05/1997
"24 , Boishakh (Baisakh) 1404",07/05/1997
"25 , Boishakh (Baisakh) 1404",08/05/1997
"26 , Boishakh (Baisakh) 1404",09/05/1997
"27 , Boishakh (Baisakh) 1404",10/05/1997
"28 , Boishakh (Baisakh) 1404",11/05/1997
"29 , Boishakh (Baisakh) 1404",12/05/1997
"30 , Boishakh (Baisakh) 1404",13/05/1997
"31 , Boishakh (Baisakh) 1404",14/05/1997
"1 , Joishtho (Jaishtho) 1404",15/05/1997
"2 , Joishtho (Jaishtho) 1404",16/05/1997
"3 , Joishtho (Jaishtho) 1404",17/05/1997
"4 , Joishtho (Jaishtho) 1404",18/05/1997
"5 , Joishtho (Jaishtho) 1404",19/05/1997
"6 , Joishtho (Jaishtho) 1404",20/05/1997
"7 , Joishtho (Jaishtho) 1404",21/05/1997
"8 , Joishtho (Jaishtho) 1404",22/05/1997
"9 , Joishtho (Jaishtho) 1404",23/05/1997
"10 , Joishtho (Jaishtho) 1404",24/05/1997
"11 , Joishtho (Jaishtho) 1404",25/05/1997
"12 , Joishtho (Jaishtho) 1404",26/05/1997
"13 , Joishtho (Jaishtho) 1404",27/05/1997
"14 , Joishtho (Jaishtho) 1404",28/05/1997
"15 , Joishtho (Jaishtho) 1404",29/05/1997
"16 , Joishtho (Jaishtho) 1404",30/05/1997
"17 , Joishtho (Jaishtho) 1404",31/05/1997
"18 , Joishtho (Jaishtho) 1404",01/06/1997
"19 , Joishtho (Jaishtho) 1404",02/06/1997
"20 , Joishtho (Jaishtho) 1404",03/06/1997
"21 , Joishtho (Jaishtho) 1404",04/06/1997
"22 , Joishtho (Jaishtho) 1404",05/06/1997
"23 , Joishtho (Jaishtho) 1404",06/06/1997
"24 , Joishtho (Jaishtho) 1404",07/06/1997
"25 , Joishtho (Jaishtho) 1404",08/06/1997
"26 , Joishtho (Jaishtho) 1404",09/06/1997
"27 , Joishtho (Jaishtho) 1404",10/06/1997
"28 , Joishtho (Jaishtho) 1404",11/06/1997
"29 , Joishtho (Jaishtho) 1404",12/06/1997
"30 , Joishtho (Jaishtho) 1404",13/06/1997
"31 , Joishtho (Jaishtho) 1404",14/06/1997
"32 , Joishtho (Jaishtho) 1404",15/06/1997
"1 , Asharh (Aashar) 1404",16/06/1997
"2 , Asharh (Aashar) 1404",17/06/1997
"3 , Asharh (Aashar) 1404",18/06/1997
"4 , Asharh (Aashar) 1404",19/06/1997
"5 , Asharh (Aashar) 1404",20/06/1997
"6 , Asharh (Aashar) 1404",21/06/1997
"7 , Asharh (Aashar) 1404",22/06/1997
"8 , Asharh (Aashar) 1404",23/06/1997
"9 , Asharh (Aashar) 1404",24/06/1997
"10 , Asharh (Aashar) 1404",25/06/1997
"11 , Asharh (Aashar) 1404",26/06/1997
"12 , Asharh (Aashar) 1404",27/06/1997
"13 , Asharh (Aashar) 1404",28/06/1997
"14 , Asharh (Aashar) 1404",29/06/1997
"15 , Asharh (Aashar) 1404",30/06/1997
"16 , Asharh (Aashar) 1404",01/07/1997
"17 , Asharh (Aashar) 1404",02/07/1997
"18 , Asharh (Aashar) 1404",03/07/1997
"19 , Asharh (Aashar) 1404",04/07/1997
"20 , Asharh (Aashar) 1404",05/07/1997
"21 , Asharh (Aashar) 1404",06/07/1997
"22 , Asharh (Aashar) 1404",07/07/1997
"23 , Asharh (Aashar) 1404",08/07/1997
"24 , Asharh (Aashar) 1404",09/07/1997
"25 , Asharh (Aashar) 1404",10/07/1997
"26 , Asharh (Aashar) 1404",11/07/1997
"27 , Asharh (Aashar) 1404",12/07/1997
"28 , Asharh (Aashar) 1404",13/07/1997
"29 , Asharh (Aashar) 1404",14/07/1997
"30 , Asharh (Aashar) 1404",15/07/1997
"31 , Asharh (Aashar) 1404",16/07/1997
"1 , Srabon (Shraban) 1404",17/07/1997
"2 , Srabon (Shraban) 1404",18/07/1997
"3 , Srabon (Shraban) 1404",19/07/1997
"4 , Srabon (Shraban) 1404",20/07/1997
"5 , Srabon (Shraban) 1404",21/07/1997
"6 , Srabon (Shraban) 1404",22/07/1997
"7 , Srabon (Shraban) 1404",23/07/1997
"8 , Srabon (Shraban) 1404",24/07/1997
"9 , Srabon (Shraban) 1404",25/07/1997
"10 , Srabon (Shraban) 1404",26/07/1997
"11 , Srabon (Shraban) 1404",27/07/1997
"12 , Srabon (Shraban) 1404",28/07/1997
"13 , Srabon (Shraban) 1404",29/07/1997
"14 , Srabon (Shraban) 1404",30/07/1997
"15 , Srabon (Shraban) 1404",31/07/1997
"16 , Srabon (Shraban) 1404",01/08/1997
"17 , Srabon (Shraban) 1404",02/08/1997
"18 , Srabon (Shraban) 1404",03/08/1997
"19 , Srabon (Shraban) 1404",04/08/1997
"20 , Srabon (Shraban) 1404",05/08/1997
"21 , Srabon (Shraban) 1404",06/08/1997
"22 , Srabon (Shraban) 1404",07/08/1997
"23 , Srabon (Shraban) 1404",08/08/1997
"24 , Srabon (Shraban) 1404",09/08/1997
"25 , Srabon (Shraban) 1404",10/08/1997
"26 , Srabon (Shraban) 1404",11/08/1997
"27 , Srabon (Shraban) 1404",12/08/1997
"28 , Srabon (Shraban) 1404",13/08/1997
"29 , Srabon (Shraban) 1404",14/08/1997
"30 , Srabon (Shraban) 1404",15/08/1997
"31 , Srabon (Shraban) 1404",16/08/1997
"1 , Bhadro (Bhadra) 1404",17/08/1997
"2 , Bhadro (Bhadra) 1404",18/08/1997
"3 , Bhadro (Bhadra) 1404",19/08/1997
"4 , Bhadro (Bhadra) 1404",20/08/1997
"5 , Bhadro (Bhadra) 1404",21/08/1997
"6 , Bhadro (Bhadra) 1404",22/08/1997
"7 , Bhadro (Bhadra) 1404",23/08/1997
"8 , Bhadro (Bhadra) 1404",24/08/1997
"9 , Bhadro (Bhadra) 1404",25/08/1997
"10 , Bhadro (Bhadra) 1404",26/08/1997
"11 , Bhadro (Bhadra) 1404",27/08/1997
"12 , Bhadro (Bhadra) 1404",28/08/1997
"13 , Bhadro (Bhadra) 1404",29/08/1997
"14 , Bhadro (Bhadra) 1404",30/08/1997
"15 , Bhadro (Bhadra) 1404",31/08/1997
"16 , Bhadro (Bhadra) 1404",01/09/1997
"17 , Bhadro (Bhadra) 1404",02/09/1997
"18 , Bhadro (Bhadra) 1404",03/09/1997
"19 , Bhadro (Bhadra) 1404",04/09/1997
"20 , Bhadro (Bhadra) 1404",05/09/1997
"21 , Bhadro (Bhadra) 1404",06/09/1997
"22 , Bhadro (Bhadra) 1404",07/09/1997
"23 , Bhadro (Bhadra) 1404",08/09/1997
"24 , Bhadro (Bhadra) 1404",09/09/1997
"25 , Bhadro (Bhadra) 1404",10/09/1997
"26 , Bhadro (Bhadra) 1404",11/09/1997
"27 , Bhadro (Bhadra) 1404",12/09/1997
"28 , Bhadro (Bhadra) 1404",13/09/1997
"29 , Bhadro (Bhadra) 1404",14/09/1997
"30 , Bhadro (Bhadra) 1404",15/09/1997
"31 , Bhadro (Bhadra) 1404",16/09/1997
"1 , Ashshin (Aashin) 1404",17/09/1997
"2 , Ashshin (Aashin) 1404",18/09/1997
"3 , Ashshin (Aashin) 1404",19/09/1997
"4 , Ashshin (Aashin) 1404",20/09/1997
"5 , Ashshin (Aashin) 1404",21/09/1997
"6 , Ashshin (Aashin) 1404",22/09/1997
"7 , Ashshin (Aashin) 1404",23/09/1997
"8 , Ashshin (Aashin) 1404",24/09/1997
"9 , Ashshin (Aashin) 1404",25/09/1997
"10 , Ashshin (Aashin) 1404",26/09/1997
"11 , Ashshin (Aashin) 1404",27/09/1997
"12 , Ashshin (Aashin) 1404",28/09/1997
"13 , Ashshin (Aashin) 1404",29/09/1997
"14 , Ashshin (Aashin) 1404",30/09/1997
"15 , Ashshin (Aashin) 1404",01/10/1997
"16 , Ashshin (Aashin) 1404",02/10/1997
"17 , Ashshin (Aashin) 1404",03/10/1997
"18 , Ashshin (Aashin) 1404",04/10/1997
"19 , Ashshin (Aashin) 1404",05/10/1997
"20 , Ashshin (Aashin) 1404",06/10/1997
"21 , Ashshin (Aashin) 1404",07/10/1997
"22 , Ashshin (Aashin) 1404",08/10/1997
"23 , Ashshin (Aashin) 1404",09/10/1997
"24 , Ashshin (Aashin) 1404",10/10/1997
"25 , Ashshin (Aashin) 1404",11/10/1997
"26 , Ashshin (Aashin) 1404",12/10/1997
"27 , Ashshin (Aashin) 1404",13/10/1997
"28 , Ashshin (Aashin) 1404",14/10/1997
"29 , Ashshin (Aashin) 1404",15/10/1997
"30 , Ashshin (Aashin) 1404",16/10/1997
"31 , Ashshin (Aashin) 1404",17/10/1997
"1 , Kartik 1404",18/10/1997
"2 , Kartik 1404",19/10/1997
"3 , Kartik 1404",20/10/1997
