gujarati_date,gregorian_date
2 Chaitra 2051,"Apr 02, 1995"
3 Chaitra 2051,"Apr 03, 1995"
4 Chaitra 2051,"Apr 04, 1995"
5 Chaitra 2051,"Apr 05, 1995"
6 Chaitra 2051,"Apr 06, 1995"
7 Chaitra 2051,"Apr 07, 1995"
8 Chaitra 2051,"Apr 08, 1995"
9 Chaitra 2051,"Apr 09, 1995"
10 Chaitra 2051,"Apr 10, 1995"
11 Chaitra 2051,"Apr 11, 1995"
12 Chaitra 2051,"Apr 12, 1995"
13 Chaitra 2051,"Apr 13, 1995"
14 Chaitra 2051,"Apr 14, 1995"
15 Chaitra 2051,"Apr 15, 1995"
16 Chaitra 2051,"Apr 16, 1995"
17 Chaitra 2051,"Apr 17, 1995"
18 Chaitra 2051,"Apr 18, 1995"
19 Chaitra 2051,"Apr 19, 1995"
20 Chaitra 2051,"Apr 20, 1995"
21 Chaitra 2051,"Apr 21, 1995"
22 Chaitra 2051,"Apr 22, 1995"
23 Chaitra 2051,"Apr 23, 1995"
24 Chaitra 2051,"Apr 24, 1995"
25 Chaitra 2051,"Apr 25, 1995"
26 Chaitra 2051,"Apr 26, 1995"
27 Chaitra 2051,"Apr 27, 1995"
28 Chaitra 2051,"Apr 28, 1995"
29 Chaitra 2051,"Apr 29, 1995"
1 Vaishakha 2051,"Apr 30, 1995"
2 Vaishakha 2051,"May 01, 1995"
3 Vaishakha 2051,"May 02, 1995"
4 Vaishakha 2051,"May 03, 1995"
5 Vaishakha 2051,"May 04, 1995"
6 Vaishakha 2051,"May 05, 1995"
7 Vaishakha 2051,"May 06, 1995"
8 Vaishakha 2051,"May 07, 1995"
9 Vaishakha 2051,"May 08, 1995"
10 Vaishakha 2051,"May 09, 1995"
11 Vaishakha 2051,"May 10, 1995"
12 Vaishakha 2051,"May 11, 1995"
13 Vaishakha 2051,"May 12, 1995"
14 Vaishakha 2051,"May 13, 1995"
15 Vaishakha 2051,"May 14, 1995"
16 Vaishakha 2051,"May 15, 1995"
17 Vaishakha 2051,"May 16, 1995"
18 Vaishakha 2051,"May 17, 1995"
19 Vaishakha 2051,"May 18, 1995"
20 Vaishakha 2051,"May 19, 1995"
21 Vaishakha 2051,"May 20, 1995"
22 Vaishakha 2051,"May 21, 1995"
23 Vaishakha 2051,"May 22, 1995"
24 Vaishakha 2051,"May 23, 1995"
25 Vaishakha 2051,"May 24, 1995"
26 Vaishakha 2051,"May 25, 1995"
27 Vaishakha 2051,"May 26, 1995"
28 Vaishakha 2051,"May 27, 1995"
29 Vaishakha 2051,"May 28, 1995"
30 Vaishakha 2051,"May 29, 1995"
1 Jyeshta 2051,"May 30, 1995"
2 Jyeshta 2051,"May 31, 1995"
3 Jyeshta 2051,"Jun 01, 1995"
4 Jyeshta 2051,"Jun 02, 1995"
5 Jyeshta 2051,"Jun 03, 1995"
6 Jyeshta 2051,"Jun 04, 1995"
7 Jyeshta 2051,"Jun 05, 1995"
8 Jyeshta 2051,"Jun 06, 1995"
9 Jyeshta 2051,"Jun 07, 1995"
10 Jyeshta 2051,"Jun 08, 1995"
11 Jyeshta 2051,"Jun 09, 1995"
12 Jyeshta 2051,"Jun 10, 1995"
13 Jyeshta 2051,"Jun 11, 1995"
14 Jyeshta 2051,"Jun 12, 1995"
15 Jyeshta 2051,"Jun 13, 1995"
16 Jyeshta 2051,"Jun 14, 1995"
17 Jyeshta 2051,"Jun 15, 1995"
18 Jyeshta 2051,"Jun 16, 1995"
19 Jyeshta 2051,"Jun 17, 1995"
20 Jyeshta 2051,"Jun 18, 1995"
21 Jyeshta 2051,"Jun 19, 1995"
22 Jyeshta 2051,"Jun 20, 1995"
23 Jyeshta 2051,"Jun 21, 1995"
24 Jyeshta 2051,"Jun 22, 1995"
25 Jyeshta 2051,"Jun 23, 1995"
26 Jyeshta 2051,"Jun 24, 1995"
27 Jyeshta 2051,"Jun 25, 1995"
28 Jyeshta 2051,"Jun 26, 1995"
29 Jyeshta 2051,"Jun 27, 1995"
1 Ashadha 2051,"Jun 29, 1995"
2 Ashadha 2051,"Jun 30, 1995"
3 Ashadha 2051,"Jul 01, 1995"
4 Ashadha 2051,"Jul 02, 1995"
5 Ashadha 2051,"Jul 03, 1995"
6 Ashadha 2051,"Jul 04, 1995"
7 Ashadha 2051,"Jul 05, 1995"
8 Ashadha 2051,"Jul 06, 1995"
9 Ashadha 2051,"Jul 07, 1995"
10 Ashadha 2051,"Jul 08, 1995"
11 Ashadha 2051,"Jul 09, 1995"
12 Ashadha 2051,"Jul 10, 1995"
13 Ashadha 2051,"Jul 11, 1995"
14 Ashadha 2051,"Jul 12, 1995"
15 Ashadha 2051,"Jul 13, 1995"
16 Ashadha 2051,"Jul 14, 1995"
17 Ashadha 2051,"Jul 15, 1995"
18 Ashadha 2051,"Jul 16, 1995"
19 Ashadha 2051,"Jul 17, 1995"
20 Ashadha 2051,"Jul 18, 1995"
21 Ashadha 2051,"Jul 19, 1995"
22 Ashadha 2051,"Jul 20, 1995"
23 Ashadha 2051,"Jul 21, 1995"
24 Ashadha 2051,"Jul 22, 1995"
25 Ashadha 2051,"Jul 23, 1995"
26 Ashadha 2051,"Jul 24, 1995"
27 Ashadha 2051,"Jul 25, 1995"
28 Ashadha 2051,"Jul 26, 1995"
29 Ashadha 2051,"Jul 27, 1995"
1 Shravana 2051,"Jul 28, 1995"
2 Shravana 2051,"Jul 29, 1995"
3 Shravana 2051,"Jul 30, 1995"
4 Shravana 2051,"Jul 31, 1995"
5 Shravana 2051,"Aug 01, 1995"
6 Shravana 2051,"Aug 02, 1995"
7 Shravana 2051,"Aug 03, 1995"
8 Shravana 2051,"Aug 04, 1995"
9 Shravana 2051,"Aug 05, 1995"
10 Shravana 2051,"Aug 06, 1995"
11 Shravana 2051,"Aug 07, 1995"
12 Shravana 2051,"Aug 08, 1995"
13 Shravana 2051,"Aug 09, 1995"
14 Shravana 2051,"Aug 10, 1995"
15 Shravana 2051,"Aug 11, 1995"
16 Shravana 2051,"Aug 12, 1995"
17 Shravana 2051,"Aug 13, 1995"
18 Shravana 2051,"Aug 14, 1995"
19 Shravana 2051,"Aug 15, 1995"
20 Shravana 2051,"Aug 16, 1995"
21 Shravana 2051,"Aug 17, 1995"
22 Shravana 2051,"Aug 18, 1995"
23 Shravana 2051,"Aug 19, 1995"
24 Shravana 2051,"Aug 20, 1995"
25 Shravana 2051,"Aug 21, 1995"
26 Shravana 2051,"Aug 22, 1995"
27 Shravana 2051,"Aug 23, 1995"
28 Shravana 2051,"Aug 24, 1995"
29 Shravana 2051,"Aug 25, 1995"
30 Shravana 2051,"Aug 26, 1995"
1 Bhadarvo 2051,"Aug 27, 1995"
2 Bhadarvo 2051,"Aug 28, 1995"
3 Bhadarvo 2051,"Aug 29, 1995"
4 Bhadarvo 2051,"Aug 30, 1995"
5 Bhadarvo 2051,"Aug 31, 1995"
6 Bhadarvo 2051,"Sep 01, 1995"
7 Bhadarvo 2051,"Sep 02, 1995"
8 Bhadarvo 2051,"Sep 03, 1995"
9 Bhadarvo 2051,"Sep 04, 1995"
10 Bhadarvo 2051,"Sep 05, 1995"
11 Bhadarvo 2051,"Sep 06, 1995"
12 Bhadarvo 2051,"Sep 07, 1995"
13 Bhadarvo 2051,"Sep 08, 1995"
14 Bhadarvo 2051,"Sep 09, 1995"
15 Bhadarvo 2051,"Sep 10, 1995"
16 Bhadarvo 2051,"Sep 11, 1995"
17 Bhadarvo 2051,"Sep 12, 1995"
18 Bhadarvo 2051,"Sep 13, 1995"
19 Bhadarvo 2051,"Sep 14, 1995"
20 Bhadarvo 2051,"Sep 15, 1995"
21 Bhadarvo 2051,"Sep 16, 1995"
22 Bhadarvo 2051,"Sep 17, 1995"
23 Bhadarvo 2051,"Sep 18, 1995"
24 Bhadarvo 2051,"Sep 19, 1995"
25 Bhadarvo 2051,"Sep 20, 1995"
26 Bhadarvo 2051,"Sep 21, 1995"
27 Bhadarvo 2051,"Sep 22, 1995"
28 Bhadarvo 2051,"Sep 23, 1995"
29 Bhadarvo 2051,"Sep 24, 1995"
1 Aso 2051,"Sep 25, 1995"
2 Aso 2051,"Sep 26, 1995"
3 Aso 2051,"Sep 27, 1995"
4 Aso 2051,"Sep 28, 1995"
5 Aso 2051,"Sep 29, 1995"
6 Aso 2051,"Sep 30, 1995"
7 Aso 2051,"Oct 01, 1995"
8 Aso 2051,"Oct 02, 1995"
9 Aso 2051,"Oct 03, 1995"
10 Aso 2051,"Oct 04, 1995"
11 Aso 2051,"Oct 05, 1995"
12 Aso 2051,"Oct 06, 1995"
13 Aso 2051,"Oct 07, 1995"
14 Aso 2051,"Oct 08, 1995"
15 Aso 2051,"Oct 09, 1995"
16 Aso 2051,"Oct 10, 1995"
17 Aso 2051,"Oct 11, 1995"
18 Aso 2051,"Oct 12, 1995"
19 Aso 2051,"Oct 13, 1995"
20 Aso 2051,"Oct 14, 1995"
21 Aso 2051,"Oct 15, 1995"
22 Aso 2051,"Oct 16, 1995"
23 Aso 2051,"Oct 17, 1995"
24 Aso 2051,"Oct 18, 1995"
25 Aso 2051,"Oct 19, 1995"
26 Aso 2051,"Oct 20, 1995"
27 Aso 2051,"Oct 21, 1995"
28 Aso 2051,"Oct 22, 1995"
29 Aso 2051,"Oct 23, 1995"
30 Aso 2051,"Oct 24, 1995"
1 Kartak 2051,"Oct 25, 1995"
2 Kartak 2051,"Oct 26, 1995"
3 Kartak 2051,"Oct 27, 1995"
4 Kartak 2051,"Oct 28, 1995"
5 Kartak 2051,"Oct 29, 1995"
6 Kartak 2051,"Oct 30, 1995"
7 Kartak 2051,"Oct 31, 1995"
8 Kartak 2051,"Nov 01, 1995"
9 Kartak 2051,"Nov 02, 1995"
10 Kartak 2051,"Nov 03, 1995"
11 Kartak 2051,"Nov 04, 1995"
12 Kartak 2051,"Nov 05, 1995"
13 Kartak 2051,"Nov 06, 1995"
14 Kartak 2051,"Nov 07, 1995"
15 Kartak 2051,"Nov 08, 1995"
16 Kartak 2051,"Nov 09, 1995"
17 Kartak 2051,"Nov 10, 1995"
18 Kartak 2051,"Nov 11, 1995"
19 Kartak 2051,"Nov 12, 1995"
20 Kartak 2051,"Nov 13, 1995"
21 Kartak 2051,"Nov 14, 1995"
22 Kartak 2051,"Nov 15, 1995"
23 Kartak 2051,"Nov 16, 1995"
24 Kartak 2051,"Nov 17, 1995"
25 Kartak 2051,"Nov 18, 1995"
26 Kartak 2051,"Nov 19, 1995"
27 Kartak 2051,"Nov 20, 1995"
28 Kartak 2051,"Nov 21, 1995"
29 Kartak 2051,"Nov 22, 1995"
1 Magshar 2051,"Nov 23, 1995"
2 Magshar 2051,"Nov 24, 1995"
3 Magshar 2051,"Nov 25, 1995"
4 Magshar 2051,"Nov 26, 1995"
5 Magshar 2051,"Nov 27, 1995"
6 Magshar 2051,"Nov 28, 1995"
7 Magshar 2051,"Nov 29, 1995"
8 Magshar 2051,"Nov 30, 1995"
9 Magshar 2051,"Dec 01, 1995"
10 Magshar 2051,"Dec 02, 1995"
11 Magshar 2051,"Dec 03, 1995"
12 Magshar 2051,"Dec 04, 1995"
13 Magshar 2051,"Dec 05, 1995"
14 Magshar 2051,"Dec 06, 1995"
15 Magshar 2051,"Dec 07, 1995"
16 Magshar 2051,"Dec 08, 1995"
17 Magshar 2051,"Dec 09, 1995"
18 Magshar 2051,"Dec 10, 1995"
19 Magshar 2051,"Dec 11, 1995"
20 Magshar 2051,"Dec 12, 1995"
21 Magshar 2051,"Dec 13, 1995"
22 Magshar 2051,"Dec 14, 1995"
23 Magshar 2051,"Dec 15, 1995"
24 Magshar 2051,"Dec 16, 1995"
25 Magshar 2051,"Dec 17, 1995"
26 Magshar 2051,"Dec 18, 1995"
27 Magshar 2051,"Dec 19, 1995"
28 Magshar 2051,"Dec 20, 1995"
29 Magshar 2051,"Dec 21, 1995"
30 Magshar 2051,"Dec 22, 1995"
1 Posh 2051,"Dec 23, 1995"
2 Posh 2051,"Dec 24, 1995"
3 Posh 2051,"Dec 25, 1995"
4 Posh 2051,"Dec 26, 1995"
5 Posh 2051,"Dec 27, 1995"
6 Posh 2051,"Dec 28, 1995"
7 Posh 2051,"Dec 29, 1995"
8 Posh 2051,"Dec 30, 1995"
9 Posh 2051,"Dec 31, 1995"
10 Posh 2051,"Jan 01, 1996"
11 Posh 2051,"Jan 02, 1996"
12 Posh 2051,"Jan 03, 1996"
13 Posh 2051,"Jan 04, 1996"
14 Posh 2051,"Jan 05, 1996"
15 Posh 2051,"Jan 06, 1996"
16 Posh 2051,"Jan 07, 1996"
17 Posh 2051,"Jan 08, 1996"
18 Posh 2051,"Jan 09, 1996"
19 Posh 2051,"Jan 10, 1996"
20 Posh 2051,"Jan 11, 1996"
21 Posh 2051,"Jan 12, 1996"
22 Posh 2051,"Jan 13, 1996"
23 Posh 2051,"Jan 14, 1996"
24 Posh 2051,"Jan 15, 1996"
25 Posh 2051,"Jan 16, 1996"
26 Posh 2051,"Jan 17, 1996"
27 Posh 2051,"Jan 18, 1996"
28 Posh 2051,"Jan 19, 1996"
29 Posh 2051,"Jan 20, 1996"
1 Maha 2052,"Jan 21, 1996"
2 Maha 2052,"Jan 22, 1996"
3 Maha 2052,"Jan 23, 1996"
4 Maha 2052,"Jan 24, 1996"
5 Maha 2052,"Jan 25, 1996"
6 Maha 2052,"Jan 26, 1996"
7 Maha 2052,"Jan 27, 1996"
8 Maha 2052,"Jan 28, 1996"
9 Maha 2052,"Jan 29, 1996"
10 Maha 2052,"Jan 30, 1996"
11 Maha 2052,"Jan 31, 1996"
12 Maha 2052,"Feb 01, 1996"
13 Maha 2052,"Feb 02, 1996"
14 Maha 2052,"Feb 03, 1996"
15 Maha 2052,"Feb 04, 1996"
16 Maha 2052,"Feb 05, 1996"
17 Maha 2052,"Feb 06, 1996"
18 Maha 2052,"Feb 07, 1996"
19 Maha 2052,"Feb 08, 1996"
20 Maha 2052,"Feb 09, 1996"
21 Maha 2052,"Feb 10, 1996"
22 Maha 2052,"Feb 11, 1996"
23 Maha 2052,"Feb 12, 1996"
24 Maha 2052,"Feb 13, 1996"
25 Maha 2052,"Feb 14, 1996"
26 Maha 2052,"Feb 15, 1996"
27 Maha 2052,"Feb 16, 1996"
28 Maha 2052,"Feb 17, 1996"
29 Maha 2052,"Feb 18, 1996"
1 Phaguna 2052,"Feb 19, 1996"
2 Phaguna 2052,"Feb 20, 1996"
3 Phaguna 2052,"Feb 21, 1996"
4 Phaguna 2052,"Feb 22, 1996"
5 Phaguna 2052,"Feb 23, 1996"
6 Phaguna 2052,"Feb 24, 1996"
7 Phaguna 2052,"Feb 25, 1996"
8 Phaguna 2052,"Feb 26, 1996"
9 Phaguna 2052,"Feb 27, 1996"
10 Phaguna 2052,"Feb 28, 1996"
11 Phaguna 2052,"Feb 29, 1996"
12 Phaguna 2052,"Mar 01, 1996"
13 Phaguna 2052,"Mar 02, 1996"
14 Phaguna 2052,"Mar 03, 1996"
15 Phaguna 2052,"Mar 04, 1996"
16 Phaguna 2052,"Mar 05, 1996"
17 Phaguna 2052,"Mar 06, 1996"
18 Phaguna 2052,"Mar 07, 1996"
19 Phaguna 2052,"Mar 08, 1996"
20 Phaguna 2052,"Mar 09, 1996"
21 Phaguna 2052,"Mar 10, 1996"
22 Phaguna 2052,"Mar 11, 1996"
23 Phaguna 2052,"Mar 12, 1996"
24 Phaguna 2052,"Mar 13, 1996"
25 Phaguna 2052,"Mar 14, 1996"
26 Phaguna 2052,"Mar 15, 1996"
27 Phaguna 2052,"Mar 16, 1996"
28 Phaguna 2052,"Mar 17, 1996"
29 Phaguna 2052,"Mar 18, 1996"
30 Phaguna 2052,"Mar 19, 1996"
1 Chaitra 2052,"Mar 20, 1996"
2 Chaitra 2052,"Mar 21, 1996"
3 Chaitra 2052,"Mar 22, 1996"
4 Chaitra 2052,"Mar 23, 1996"
5 Chaitra 2052,"Mar 24, 1996"
6 Chaitra 2052,"Mar 25, 1996"
7 Chaitra 2052,"Mar 26, 1996"
8 Chaitra 2052,"Mar 27, 1996"
9 Chaitra 2052,"Mar 28, 1996"
10 Chaitra 2052,"Mar 29, 1996"
11 Chaitra 2052,"Mar 30, 1996"
12 Chaitra 2052,"Mar 31, 1996"
13 Chaitra 2052,"Apr 01, 1996"
14 Chaitra 2052,"Apr 02, 1996"
15 Chaitra 2052,"Apr 03, 1996"
16 Chaitra 2052,"Apr 04, 1996"
17 Chaitra 2052,"Apr 05, 1996"
18 Chaitra 2052,"Apr 06, 1996"
19 Chaitra 2052,"Apr 07, 1996"
20 Chaitra 2052,"Apr 08, 1996"
21 Chaitra 2052,"Apr 09, 1996"
22 Chaitra 2052,"Apr 10, 1996"
23 Chaitra 2052,"Apr 11, 1996"
24 Chaitra 2052,"Apr 12, 1996"
25 Chaitra 2052,"Apr 13, 1996"
26 Chaitra 2052,"Apr 14, 1996"
27 Chaitra 2052,"Apr 15, 1996"
28 Chaitra 2052,"Apr 16, 1996"
29 Chaitra 2052,"Apr 17, 1996"
1 Vaishakha 2052,"Apr 18, 1996"
2 Vaishakha 2052,"Apr 19, 1996"
3 Vaishakha 2052,"Apr 20, 1996"
4 Vaishakha 2052,"Apr 21, 1996"
5 Vaishakha 2052,"Apr 22, 1996"
6 Vaishakha 2052,"Apr 23, 1996"
7 Vaishakha 2052,"Apr 24, 1996"
8 Vaishakha 2052,"Apr 25, 1996"
9 Vaishakha 2052,"Apr 26, 1996"
10 Vaishakha 2052,"Apr 27, 1996"
11 Vaishakha 2052,"Apr 28, 1996"
12 Vaishakha 2052,"Apr 29, 1996"
13 Vaishakha 2052,"Apr 30, 1996"
14 Vaishakha 2052,"May 01, 1996"
15 Vaishakha 2052,"May 02, 1996"
16 Vaishakha 2052,"May 03, 1996"
17 Vaishakha 2052,"May 04, 1996"
18 Vaishakha 2052,"May 05, 1996"
19 Vaishakha 2052,"May 06, 1996"
20 Vaishakha 2052,"May 07, 1996"
21 Vaishakha 2052,"May 08, 1996"
22 Vaishakha 2052,"May 09, 1996"
23 Vaishakha 2052,"May 10, 1996"
24 Vaishakha 2052,"May 11, 1996"
25 Vaishakha 2052,"May 12, 1996"
26 Vaishakha 2052,"May 13, 1996"
27 Vaishakha 2052,"May 14, 1996"
28 Vaishakha 2052,"May 15, 1996"
29 Vaishakha 2052,"May 16, 1996"
30 Vaishakha 2052,"May 17, 1996"
1 Jyeshta 2052,"May 18, 1996"
2 Jyeshta 2052,"May 19, 1996"
3 Jyeshta 2052,"May 20, 1996"
4 Jyeshta 2052,"May 21, 1996"
5 Jyeshta 2052,"May 22, 1996"
6 Jyeshta 2052,"May 23, 1996"
7 Jyeshta 2052,"May 24, 1996"
8 Jyeshta 2052,"May 25, 1996"
9 Jyeshta 2052,"May 26, 1996"
10 Jyeshta 2052,"May 27, 1996"
11 Jyeshta 2052,"May 28, 1996"
12 Jyeshta 2052,"May 29, 1996"
13 Jyeshta 2052,"May 30, 1996"
14 Jyeshta 2052,"May 31, 1996"
15 Jyeshta 2052,"Jun 01, 1996"
16 Jyeshta 2052,"Jun 02, 1996"
17 Jyeshta 2052,"Jun 03, 1996"
18 Jyeshta 2052,"Jun 04, 1996"
19 Jyeshta 2052,"Jun 05, 1996"
20 Jyeshta 2052,"Jun 06, 1996"
21 Jyeshta 2052,"Jun 07, 1996"
22 Jyeshta 2052,"Jun 08, 1996"
23 Jyeshta 2052,"Jun 09, 1996"
24 Jyeshta 2052,"Jun 10, 1996"
25 Jyeshta 2052,"Jun 11, 1996"
26 Jyeshta 2052,"Jun 12, 1996"
27 Jyeshta 2052,"Jun 13, 1996"
28 Jyeshta 2052,"Jun 14, 1996"
29 Jyeshta 2052,"Jun 15, 1996"
30 Jyeshta 2052,"Jun 16, 1996"
1 Ashadha_Adhik 2052,"Jun 17, 1996"
2 Ashadha_Adhik 2052,"Jun 18, 1996"
3 Ashadha_Adhik 2052,"Jun 19, 1996"
4 Ashadha_Adhik 2052,"Jun 20, 1996"
5 Ashadha_Adhik 2052,"Jun 21, 1996"
6 Ashadha_Adhik 2052,"Jun 22, 1996"
7 Ashadha_Adhik 2052,"Jun 23, 1996"
8 Ashadha_Adhik 2052,"Jun 24, 1996"
9 Ashadha_Adhik 2052,"Jun 25, 1996"
10 Ashadha_Adhik 2052,"Jun 26, 1996"
11 Ashadha_Adhik 2052,"Jun 27, 1996"
12 Ashadha_Adhik 2052,"Jun 28, 1996"
13 Ashadha_Adhik 2052,"Jun 29, 1996"
14 Ashadha_Adhik 2052,"Jun 30, 1996"
15 Ashadha_Adhik 2052,"Jul 01, 1996"
16 Ashadha_Adhik 2052,"Jul 02, 1996"
17 Ashadha_Adhik 2052,"Jul 03, 1996"
18 Ashadha_Adhik 2052,"Jul 04, 1996"
19 Ashadha_Adhik 2052,"Jul 05, 1996"
20 Ashadha_Adhik 2052,"Jul 06, 1996"
21 Ashadha_Adhik 2052,"Jul 07, 1996"
22 Ashadha_Adhik 2052,"Jul 08, 1996"
23 Ashadha_Adhik 2052,"Jul 09, 1996"
24 Ashadha_Adhik 2052,"Jul 10, 1996"
25 Ashadha_Adhik 2052,"Jul 11, 1996"
26 Ashadha_Adhik 2052,"Jul 12, 1996"
27 Ashadha_Adhik 2052,"Jul 13, 1996"
28 Ashadha_Adhik 2052,"Jul 14, 1996"
29 Ashadha_Adhik 2052,"Jul 15, 1996"
1 Ashadha 2052,"Jul 16, 1996"
2 Ashadha 2052,"Jul 17, 1996"
3 Ashadha 2052,"Jul 18, 1996"
4 Ashadha 2052,"Jul 19, 1996"
5 Ashadha 2052,"Jul 20, 1996"
6 Ashadha 2052,"Jul 21, 1996"
7 Ashadha 2052,"Jul 22, 1996"
8 Ashadha 2052,"Jul 23, 1996"
9 Ashadha 2052,"Jul 24, 1996"
10 Ashadha 2052,"Jul 25, 1996"
11 Ashadha 2052,"Jul 26, 1996"
12 Ashadha 2052,"Jul 27, 1996"
13 Ashadha 2052,"Jul 28, 1996"
14 Ashadha 2052,"Jul 29, 1996"
15 Ashadha 2052,"Jul 30, 1996"
16 Ashadha 2052,"Jul 31, 1996"
17 Ashadha 2052,"Aug 01, 1996"
18 Ashadha 2052,"Aug 02, 1996"
19 Ashadha 2052,"Aug 03, 1996"
20 Ashadha 2052,"Aug 04, 1996"
21 Ashadha 2052,"Aug 05, 1996"
22 Ashadha 2052,"Aug 06, 1996"
23 Ashadha 2052,"Aug 07, 1996"
24 Ashadha 2052,"Aug 08, 1996"
25 Ashadha 2052,"Aug 09, 1996"
26 Ashadha 2052,"Aug 10, 1996"
27 Ashadha 2052,"Aug 11, 1996"
28 Ashadha 2052,"Aug 12, 1996"
29 Ashadha 2052,"Aug 13, 1996"
30 Ashadha 2052,"Aug 14, 1996"
1 Shravana 2052,"Aug 15, 1996"
2 Shravana 2052,"Aug 16, 1996"
3 Shravana 2052,"Aug 17, 1996"
4 Shravana 2052,"Aug 18, 1996"
5 Shravana 2052,"Aug 19, 1996"
6 Shravana 2052,"Aug 20, 1996"
7 Shravana 2052,"Aug 21, 1996"
8 Shravana 2052,"Aug 22, 1996"
9 Shravana 2052,"Aug 23, 1996"
10 Shravana 2052,"Aug 24, 1996"
11 Shravana 2052,"Aug 25, 1996"
12 Shravana 2052,"Aug 26, 1996"
13 Shravana 2052,"Aug 27, 1996"
14 Shravana 2052,"Aug 28, 1996"
15 Shravana 2052,"Aug 29, 1996"
16 Shravana 2052,"Aug 30, 1996"
17 Shravana 2052,"Aug 31, 1996"
18 Shravana 2052,"Sep 01, 1996"
19 Shravana 2052,"Sep 02, 1996"
20 Shravana 2052,"Sep 03, 1996"
21 Shravana 2052,"Sep 04, 1996"
22 Shravana 2052,"Sep 05, 1996"
23 Shravana 2052,"Sep 06, 1996"
24 Shravana 2052,"Sep 07, 1996"
25 Shravana 2052,"Sep 08, 1996"
26 Shravana 2052,"Sep 09, 1996"
27 Shravana 2052,"Sep 10, 1996"
28 Shravana 2052,"Sep 11, 1996"
29 Shravana 2052,"Sep 12, 1996"
1 Bhadarvo 2052,"Sep 13, 1996"
2 Bhadarvo 2052,"Sep 14, 1996"
3 Bhadarvo 2052,"Sep 15, 1996"
4 Bhadarvo 2052,"Sep 16, 1996"
5 Bhadarvo 2052,"Sep 17, 1996"
6 Bhadarvo 2052,"Sep 18, 1996"
7 Bhadarvo 2052,"Sep 19, 1996"
8 Bhadarvo 2052,"Sep 20, 1996"
9 Bhadarvo 2052,"Sep 21, 1996"
10 Bhadarvo 2052,"Sep 22, 1996"
11 Bhadarvo 2052,"Sep 23, 1996"
12 Bhadarvo 2052,"Sep 24, 1996"
13 Bhadarvo 2052,"Sep 25, 1996"
14 Bhadarvo 2052,"Sep 26, 1996"
15 Bhadarvo 2052,"Sep 27, 1996"
16 Bhadarvo 2052,"Sep 28, 1996"
17 Bhadarvo 2052,"Sep 29, 1996"
18 Bhadarvo 2052,"Sep 30, 1996"
19 Bhadarvo 2052,"Oct 01, 1996"
20 Bhadarvo 2052,"Oct 02, 1996"
21 Bhadarvo 2052,"Oct 03, 1996"
22 Bhadarvo 2052,"Oct 04, 1996"
23 Bhadarvo 2052,"Oct 05, 1996"
24 Bhadarvo 2052,"Oct 06, 1996"
25 Bhadarvo 2052,"Oct 07, 1996"
26 Bhadarvo 2052,"Oct 08, 1996"
27 Bhadarvo 2052,"Oct 09, 1996"
28 Bhadarvo 2052,"Oct 10, 1996"
29 Bhadarvo 2052,"Oct 11, 1996"
30 Bhadarvo 2052,"Oct 12, 1996"
1 Aso 2052,"Oct 13, 1996"
2 Aso 2052,"Oct 14, 1996"
3 Aso 2052,"Oct 15, 1996"
4 Aso 2052,"Oct 16, 1996"
5 Aso 2052,"Oct 17, 1996"
6 Aso 2052,"Oct 18, 1996"
7 Aso 2052,"Oct 19, 1996"
8 Aso 2052,"Oct 20, 1996"
9 Aso 2052,"Oct 21, 1996"
10 Aso 2052,"Oct 22, 1996"
11 Aso 2052,"Oct 23, 1996"
12 Aso 2052,"Oct 24, 1996"
13 Aso 2052,"Oct 25, 1996"
14 Aso 2052,"Oct 26, 1996"
15 Aso 2052,"Oct 27, 1996"
16 Aso 2052,"Oct 28, 1996"
17 Aso 2052,"Oct 29, 1996"
18 Aso 2052,"Oct 30, 1996"
19 Aso 2052,"Oct 31, 1996"
20 Aso 2052,"Nov 01, 1996"
21 Aso 2052,"Nov 02, 1996"
22 Aso 2052,"Nov 03, 1996"
23 Aso 2052,"Nov 04, 1996"
24 Aso 2052,"Nov 05, 1996"
25 Aso 2052,"Nov 06, 1996"
26 Aso 2052,"Nov 07, 1996"
27 Aso 2052,"Nov 08, 1996"
28 Aso 2052,"Nov 09, 1996"
29 Aso 2052,"Nov 10, 1996"
30 Aso 2052,"Nov 11, 1996"
1 Kartak 2052,"Nov 12, 1996"
2 Kartak 2052,"Nov 13, 1996"
3 Kartak 2052,"Nov 14, 1996"
4 Kartak 2052,"Nov 15, 1996"
5 Kartak 2052,"Nov 16, 1996"
6 Kartak 2052,"Nov 17, 1996"
7 Kartak 2052,"Nov 18, 1996"
8 Kartak 2052,"Nov 19, 1996"
9 Kartak 2052,"Nov 20, 1996"
10 Kartak 2052,"Nov 21, 1996"
11 Kartak 2052,"Nov 22, 1996"
12 Kartak 2052,"Nov 23, 1996"
13 Kartak 2052,"Nov 24, 1996"
14 Kartak 2052,"Nov 25, 1996"
15 Kartak 2052,"Nov 26, 1996"
16 Kartak 2052,"Nov 27, 1996"
17 Kartak 2052,"Nov 28, 1996"
18 Kartak 2052,"Nov 29, 1996"
19 Kartak 2052,"Nov 30, 1996"
20 Kartak 2052,"Dec 01, 1996"
21 Kartak 2052,"Dec 02, 1996"
22 Kartak 2052,"Dec 03, 1996"
23 Kartak 2052,"Dec 04, 1996"
24 Kartak 2052,"Dec 05, 1996"
